Blade,Ratchet,Bit,Win %,Wins,Losses,Partidas,Eficiencia,Pts Ganados/Combate,Pts Cedidos/Combate,Wilson Score
Shark Scale,1-60,Low Rush,56.1,23.0,18.0,41,109.0,1.57,1.44,0.410402651517573
Shark Scale,1-60,Rush,69.2,18.0,8.0,26,130.0,1.83,1.38,0.5001138848576876
Shark Scale,1-70,Free Ball,88.9,8.0,1.0,9,130.0,1.75,1.0,0.5649937852319398
Shark Scale,1-70,Jolt,65.6,42.0,22.0,64,151.0,1.79,1.45,0.5340341181762039
Shark Scale,1-70,Kick,75.0,27.0,9.0,36,119.0,1.48,1.89,0.5892923231679658
Shark Scale,1-70,Low Orb,83.3,5.0,1.0,6,67.0,1.4,2.0,0.4364905634363539
Shark Scale,1-70,Low Rush,63.8,139.0,79.0,218,192.0,1.8,1.42,0.5719311445385836
Shark Scale,1-70,Rush,75.0,6.0,2.0,8,110.0,2.0,1.0,0.4092698791025891
Shark Scale,1-70,Under Flat,0.0,0.0,4.0,4,0.0,0.0,2.0,0.0
Shark Scale,1-80,Rush,63.2,12.0,7.0,19,122.0,2.33,1.29,0.4103915749815671
Shark Scale,3-60,Free Ball,64.8,57.0,31.0,88,139.0,1.53,1.68,0.543657919937886
Shark Scale,3-60,Jolt,60.0,6.0,4.0,10,62.0,1.5,2.0,0.3126695474501863
Shark Scale,3-60,Kick,25.0,1.0,3.0,4,17.0,1.0,1.33,0.0455860626446362
Shark Scale,3-60,Low Rush,67.3,37.0,18.0,55,161.0,1.78,1.22,0.5410297617609947
Shark Scale,3-60,Rush,61.9,13.0,8.0,21,95.0,1.62,1.63,0.4087829581550151
Shark Scale,3-60,Under Flat,66.7,2.0,1.0,3,66.0,2.5,1.0,0.2076549551264878
Shark Scale,3-80,Rush,66.7,4.0,2.0,6,65.0,2.0,2.0,0.2999883213415286
Shark Scale,4-50,Level,81.3,13.0,3.0,16,97.0,1.46,2.0,0.5699064013154177
Shark Scale,4-50,Under Flat,55.6,10.0,8.0,18,107.0,1.9,1.0,0.3371606942825162
Shark Scale,5-60,Kick,64.3,9.0,5.0,14,83.0,2.0,2.2,0.3876400468214041
Shark Scale,5-60,Low Rush,55.8,24.0,19.0,43,115.0,1.83,1.53,0.4110735806551172
Shark Scale,7-60,Kick,0.0,0.0,3.0,3,0.0,0.0,1.67,0.0
Shark Scale,7-60,Low Rush,83.3,5.0,1.0,6,67.0,1.4,2.0,0.4364905634363539
Shark Scale,7-60,Under Flat,0.0,0.0,6.0,6,0.0,0.0,1.33,0.0
Shark Scale,9-60,Low Orb,55.6,10.0,8.0,18,76.0,1.3,1.5,0.3371606942825162
Shark Scale,9-70,Low Rush,83.3,5.0,1.0,6,81.0,2.0,2.0,0.4364905634363539
Shark Scale,9-80,Rush,62.5,5.0,3.0,8,57.0,1.2,1.67,0.3057378545838018
Sharke Edge,1-60,Cyclone,16.7,1.0,5.0,6,21.0,3.0,1.6,0.0300525858717302
Sharke Edge,1-60,Low Flat,39.1,9.0,14.0,23,81.0,2.11,1.14,0.2215737798238214
Sharke Edge,1-60,Low Rush,66.7,2.0,1.0,3,46.0,2.0,2.0,0.2076549551264878
Sharke Edge,1-80,Low Flat,66.7,2.0,1.0,3,31.0,1.0,2.0,0.2076549551264878
Sharke Edge,2-60,Gear Flat,50.0,4.0,4.0,8,71.0,2.75,1.5,0.2152125268244419
Sharke Edge,2-60,Low Flat,47.4,9.0,10.0,19,75.0,1.78,1.6,0.2732950548744854
Sharke Edge,2-60,Low Rush,30.0,3.0,7.0,10,52.0,2.67,1.0,0.1077892874862118
Sharke Edge,2-70,Kick,0.0,0.0,3.0,3,0.0,0.0,1.33,0.0
Sharke Edge,3-60,Gear Flat,33.3,1.0,2.0,3,26.0,2.0,1.5,0.0614903152761605
Sharke Edge,3-60,Low Flat,66.65,7.0,12.0,19,66.5,1.5,0.54,0.1846644175552607
Sharke Edge,3-60,Low Rush,57.1,4.0,3.0,7,76.0,1.75,1.0,0.2504542304090258
Sharke Edge,3-60,Rush,33.3,3.0,6.0,9,48.0,1.67,1.0,0.1205815986827429
Sharke Edge,3-60,Taper,75.0,3.0,1.0,4,84.0,2.33,1.0,0.3006360524426366
Sharke Edge,3-80,Low Flat,62.5,5.0,3.0,8,67.0,1.6,1.67,0.3057378545838018
Sharke Edge,4-55,Under Needle,0.0,0.0,3.0,3,0.0,0.0,1.67,0.0
Sharke Edge,4-60,Flat,37.5,3.0,5.0,8,55.0,2.0,1.0,0.136841759461521
Sharke Edge,4-60,Low Flat,45.0,9.0,11.0,20,70.0,2.0,1.91,0.2581950208570929
Sharke Edge,5-60,Cyclone,100.0,1.0,0.0,1,69.0,1.0,0.0,0.2065432914738929
Sharke Edge,5-60,Gear Flat,50.0,2.0,2.0,4,54.0,2.0,1.0,0.1500357088201714
Sharke Edge,5-60,Low Flat,25.0,3.0,9.0,12,40.0,2.0,1.22,0.0889400396289613
Sharke Edge,9-60,Cyclone,0.0,0.0,6.0,6,0.0,0.0,1.0,0.0
Sharke Edge,9-60,Taper,0.0,0.0,3.0,3,0.0,0.0,1.0,0.0
Sharke Edge,9-60,Unite,33.3,3.0,6.0,9,46.0,2.0,1.33,0.1205815986827429
Sharke Edge,9-60,Wedge,77.8,7.0,2.0,9,109.0,1.57,1.0,0.4525833436728054
Shelter Drake,7-60,Level,100.0,1.0,0.0,1,69.0,3.0,0.0,0.2065432914738929
Shelter Drake,7-60,Taper,100.0,1.0,0.0,1,69.0,2.0,0.0,0.2065432914738929
Shelter Drake,7-80,Gear Point,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0
Shelter Drake,9-60,Taper,0.0,0.0,2.0,2,0.0,0.0,2.0,0.0
Shinobi Shadow,1-80,Point,0.0,0.0,2.0,2,0.0,0.0,1.0,0.0
Shinobi Shadow,4-80,Ball,0.0,0.0,2.0,2,0.0,0.0,1.5,0.0
Shinobi Shadow,6-80,Level,33.3,1.0,2.0,3,15.0,1.0,2.0,0.0614903152761605
Shinobi Shadow,9-70,Hexa,100.0,4.0,0.0,4,161.0,2.25,0.0,0.5100999795960008
Silver Wolf,0-80,Disc Ball,70.0,7.0,3.0,10,64.0,1.43,2.33,0.3967732199795652
Silver Wolf,1-60,Merge,40.0,2.0,3.0,5,31.0,1.0,1.33,0.1176182311592532
Silver Wolf,3-60,Ball,68.9,31.0,14.0,45,124.0,1.32,1.5,0.5433492001245103
Silver Wolf,3-60,Free Ball,64.2,79.0,44.0,123,144.0,1.25,1.43,0.5544380921577126
Silver Wolf,3-60,Point,0.0,0.0,1.0,1,0.0,0.0,2.0,0.0
Silver Wolf,3-70,Ball,50.0,2.0,2.0,4,40.0,2.0,2.0,0.1500357088201714
Silver Wolf,3-80,Free Ball,82.4,14.0,3.0,17,102.0,1.5,2.0,0.5897007098262422
Silver Wolf,3-80,Hexa,60.0,3.0,2.0,5,36.0,1.0,2.0,0.230719932208837
Silver Wolf,4-60,Bound Spike,0.0,0.0,3.0,3,0.0,0.0,1.33,0.0
Silver Wolf,5-60,Dot,60.0,3.0,2.0,5,67.0,1.67,1.0,0.230719932208837
Silver Wolf,5-60,Free Ball,50.0,6.0,6.0,12,64.0,1.83,1.83,0.2537781703934222
Silver Wolf,5-70,Free Ball,73.3,11.0,4.0,15,76.0,1.18,2.0,0.4804911034231324
Silver Wolf,5-80,Disc Ball,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0
Silver Wolf,6-80,Hexa,100.0,2.0,0.0,2,110.0,1.0,0.0,0.3423719528896193
Silver Wolf,7-60,Free Ball,50.0,1.0,1.0,2,27.0,1.0,1.0,0.0945286548008661
Silver Wolf,9-60,Ball,68.85,50.0,21.0,71,95.5,1.185,1.615,0.4706592671938594
Silver Wolf,9-60,Disc Ball,25.0,1.0,3.0,4,26.0,3.0,1.67,0.0455860626446362
Silver Wolf,9-60,Elevate,71.4,5.0,2.0,7,95.0,1.8,1.0,0.3589290901482126
Silver Wolf,9-60,Free Ball,48.7,124.0,50.0,174,97.0,1.5899999999999999,1.225,0.3487531878874615
Silver Wolf,9-60,Hexa,50.0,3.0,3.0,6,43.0,1.33,1.67,0.1876128068994087
Silver Wolf,9-60,Low Orb,66.7,4.0,2.0,6,37.0,1.0,2.5,0.2999883213415286
Silver Wolf,9-60,Orb,63.2,12.0,7.0,19,75.0,1.42,2.14,0.4103915749815671
Silver Wolf,9-70,Ball,66.7,6.0,3.0,9,58.0,1.0,1.67,0.3541973474990897
Silver Wolf,9-70,Disc Ball,75.0,3.0,1.0,4,75.0,1.67,1.0,0.3006360524426366
Silver Wolf,9-70,Elevate,33.3,1.0,2.0,3,23.0,2.0,2.0,0.0614903152761605
Silver Wolf,9-70,Free Ball,91.7,11.0,1.0,12,95.0,1.36,2.0,0.6461140782014047
Silver Wolf,9-70,Hexa,64.7,11.0,6.0,17,90.0,1.09,1.17,0.4129996672121183
Silver Wolf,9-70,Low Orb,16.7,1.0,5.0,6,18.0,2.0,1.6,0.0300525858717302
Silver Wolf,9-70,Wedge,60.0,3.0,2.0,5,49.0,1.67,2.0,0.230719932208837
Silver Wolf,9-80,Free Ball,50.0,2.0,2.0,4,27.0,1.0,2.0,0.1500357088201714
Silver Wolf,9-80,Hexa,55.6,5.0,4.0,9,57.0,1.0,1.25,0.2666473457440296
Sol Eclipse Free,5-60,Trans Kick,80.0,4.0,1.0,5,48.0,1.5,3.0,0.3755282641185388
Sol Eclipse Jaggy,6-60,Taper,62.5,5.0,3.0,8,69.0,2.0,2.0,0.3057378545838018
Sphinx Cowl,5-60,Needle,33.3,1.0,2.0,3,23.0,1.0,1.0,0.0614903152761605
Sphinx Cowl,7-60,Needle,50.0,3.0,3.0,6,56.0,1.33,1.0,0.1876128068994087
Sphinx Cowl,7-60,Point,0.0,0.0,3.0,3,0.0,0.0,1.0,0.0
Starscream,9-70,Low Orb,33.3,1.0,2.0,3,26.0,2.0,1.5,0.0614903152761605
Steel Samurai,7-70,Point,50.0,1.0,1.0,2,27.0,2.0,2.0,0.0945286548008661
Talon Ptera,3-80,Needle,33.3,1.0,2.0,3,25.0,3.0,2.5,0.0614903152761605
Talon Ptera,5-70,Flat,20.0,1.0,4.0,5,24.0,2.0,1.0,0.0362231609697874
Talon Ptera,5-70,Gear Ball,33.3,2.0,4.0,6,40.0,2.0,1.25,0.0967693325592168
Talon Ptera,7-60,Free Ball,50.0,2.0,2.0,4,40.0,1.0,1.0,0.1500357088201714
Tusk Mammoth,3-60,Ball,64.3,9.0,5.0,14,72.0,1.56,2.2,0.3876400468214041
Tusk Mammoth,3-60,High Taper,0.0,0.0,6.0,6,0.0,0.0,1.5,0.0
Tusk Mammoth,3-60,Orb,33.3,1.0,2.0,3,23.0,1.0,1.0,0.0614903152761605
Tusk Mammoth,3-60,Taper,42.3,11.0,15.0,26,72.0,1.64,1.53,0.255441899027294
Tusk Mammoth,4-60,Ball,33.3,1.0,2.0,3,15.0,1.0,2.0,0.0614903152761605
Tusk Mammoth,4-60,Orb,55.6,5.0,4.0,9,62.0,1.4,1.5,0.2666473457440296
Tusk Mammoth,4-60,Taper,33.3,1.0,2.0,3,21.0,2.0,2.5,0.0614903152761605
Tusk Mammoth,4-80,Taper,28.6,2.0,5.0,7,33.0,2.0,1.6,0.0822171657090155
Tusk Mammoth,5-60,Needle,50.0,2.0,2.0,4,46.0,2.0,1.5,0.1500357088201714
Tusk Mammoth,5-60,Taper,83.3,5.0,1.0,6,95.0,1.4,1.0,0.4364905634363539
Tusk Mammoth,7-60,Point,33.3,2.0,4.0,6,30.0,1.5,1.75,0.0967693325592168
Tusk Mammoth,7-60,Taper,50.0,3.0,3.0,6,54.0,1.67,1.33,0.1876128068994087
Tusk Mammoth,9-60,Ball,50.0,8.0,8.0,16,62.0,1.38,1.75,0.2799923761135083
Tyranno Beat,1-60,Cyclone,62.5,5.0,3.0,8,80.0,1.4,1.0,0.3057378545838018
Tyranno Beat,1-60,Level,65.0,13.0,7.0,20,126.0,2.0,1.14,0.4328505102194647
Tyranno Beat,1-60,Low Rush,66.05,15.0,10.0,25,83.5,2.0,1.4449999999999998,0.33304910770648055
Tyranno Beat,1-60,Rush,46.2,12.0,14.0,26,82.0,1.75,1.5,0.287555826952349
Tyranno Beat,1-60,Taper,53.6,15.0,13.0,28,96.0,1.73,1.54,0.3581239514210166
Tyranno Beat,1-70,Kick,71.4,5.0,2.0,7,81.0,1.8,1.5,0.3589290901482126
Tyranno Beat,1-70,Low Rush,66.7,6.0,3.0,9,77.0,1.67,1.67,0.3541973474990897
Tyranno Beat,2-60,Taper,0.0,0.0,1.0,1,0.0,0.0,2.0,0.0
Tyranno Beat,2-60,Unite,50.0,5.0,5.0,10,71.0,2.0,1.4,0.2365895936154873
Tyranno Beat,2-70,Level,48.8,10.0,7.0,17,58.5,2.39,1.5,0.22456518104878231
Tyranno Beat,3-60,Rush,0.0,0.0,2.0,2,0.0,0.0,2.0,0.0
Tyranno Beat,3-60,Taper,63.2,12.0,7.0,19,89.0,1.67,1.86,0.4103915749815671
Tyranno Beat,3-70,Rush,40.0,2.0,3.0,5,43.0,2.5,1.67,0.1176182311592532
Tyranno Beat,3-70,Taper,66.7,4.0,2.0,6,43.0,1.25,2.5,0.2999883213415286
Tyranno Beat,4-60,Bound Spike,50.0,1.0,1.0,2,27.0,1.0,1.0,0.0945286548008661
Tyranno Beat,4-60,Cyclone,55.6,5.0,4.0,9,73.0,2.0,1.5,0.2666473457440296
Tyranno Beat,4-60,Rush,100.0,1.0,0.0,1,69.0,2.0,0.0,0.2065432914738929
Tyranno Beat,5-60,Flat,33.3,6.0,12.0,18,56.0,2.0,1.5,0.1627855436366285
Tyranno Beat,5-60,Kick,44.4,4.0,5.0,9,57.0,1.75,1.4,0.188775429471914
Tyranno Beat,5-60,Level,33.3,1.0,2.0,3,31.0,2.0,1.0,0.0614903152761605
Tyranno Beat,5-60,Point,47.1,8.0,9.0,17,86.0,2.5,1.44,0.261648011960881
Tyranno Beat,5-60,Rush,50.0,4.0,4.0,8,62.0,2.25,1.75,0.2152125268244419
Tyranno Beat,5-60,Taper,75.0,3.0,1.0,4,69.0,1.33,1.0,0.3006360524426366
Tyranno Beat,7-60,Low Rush,60.0,6.0,4.0,10,82.0,2.0,1.5,0.3126695474501863
Tyranno Beat,7-70,Rush,33.3,1.0,2.0,3,18.0,1.0,1.5,0.0614903152761605
Tyranno Beat,7-70,Taper,66.7,6.0,3.0,9,85.0,2.5,2.0,0.3541973474990897
Tyranno Beat,7-70,Vortex,50.0,4.0,4.0,8,73.0,2.0,1.0,0.2152125268244419
Tyranno Beat,9-60,Ball,83.3,5.0,1.0,6,100.0,1.6,1.0,0.4364905634363539
Tyranno Beat,9-60,Flat,0.0,0.0,2.0,2,0.0,0.0,1.0,0.0
Tyranno Beat,9-60,Low Flat,50.0,2.0,2.0,4,48.0,3.0,2.0,0.1500357088201714
Tyranno Beat,9-60,Point,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0
Tyranno Beat,9-60,Taper,49.15,15.0,16.0,31,59.5,1.355,1.165,0.20419342405440916
Tyranno Beat,9-60,Unite,66.7,2.0,1.0,3,37.0,2.0,3.0,0.2076549551264878
Tyranno Beat,9-80,Ball,60.0,6.0,4.0,10,62.0,1.5,2.0,0.3126695474501863
Tyranno Roar,3-60,Rush,33.3,1.0,2.0,3,18.0,1.0,1.5,0.0614903152761605
Tyranno Roar,9-60,High Needle,83.3,5.0,1.0,6,41.0,1.0,3.0,0.4364905634363539
Unicorn Sting,1-60,Ball,71.4,10.0,4.0,14,64.0,1.1,2.25,0.4535045882751561
Unicorn Sting,1-60,Gear Ball,100.0,1.0,0.0,1,69.0,1.0,0.0,0.2065432914738929
Unicorn Sting,3-60,Dot,57.1,4.0,3.0,7,59.0,1.0,1.0,0.2504542304090258
Unicorn Sting,3-60,Orb,50.0,3.0,3.0,6,43.0,1.33,1.67,0.1876128068994087
Unicorn Sting,3-80,Ball,75.0,3.0,1.0,4,0.0,1.33,0.0,0.3006360524426366
Unicorn Sting,4-60,Orb,54.5,12.0,10.0,22,72.0,1.25,1.7,0.3465947328904156
Unicorn Sting,5-60,Ball,25.0,1.0,3.0,4,15.0,1.0,1.67,0.0455860626446362
Unicorn Sting,5-60,Gear Point,33.3,2.0,4.0,6,24.0,1.0,1.75,0.0967693325592168
Unicorn Sting,5-60,Orb,25.0,1.0,3.0,4,17.0,1.0,1.33,0.0455860626446362
Unicorn Sting,9-60,Ball,60.0,3.0,2.0,5,51.0,1.33,1.5,0.230719932208837
Unicorn Sting,9-60,Free Ball,69.2,9.0,4.0,13,75.0,1.22,1.75,0.4236888781333764
Unicorn Sting,9-60,Gear Ball,42.9,3.0,4.0,7,38.0,1.67,2.25,0.1582169222626268
Unicorn Sting,9-60,Low Orb,83.3,5.0,1.0,6,41.0,1.0,3.0,0.4364905634363539
Unicorn Sting,9-60,Orb,57.8,26.0,19.0,45,98.0,1.38,1.74,0.4330053279594451
Unicorn Sting,9-60,Point,46.7,7.0,8.0,15,60.0,1.29,1.5,0.2480922525974644
Viper Tail,3-60,Rush,0.0,0.0,3.0,3,0.0,0.0,1.33,0.0
Viper Tail,3-60,Taper,36.7,44.0,76.0,120,117.0,1.45,0.74,0.2858279826049079
Viper Tail,4-60,Flat,75.0,3.0,1.0,4,55.0,1.67,2.0,0.3006360524426366
Viper Tail,5-60,Ball,0.0,0.0,4.0,4,0.0,0.0,1.5,0.0
Viper Tail,5-60,Taper,40.0,2.0,3.0,5,39.0,2.0,1.67,0.1176182311592532
Viper Tail,5-80,Flat,66.7,4.0,2.0,6,83.0,1.75,1.0,0.2999883213415286
Viper Tail,5-80,Orb,16.65,1.0,4.0,5,13.0,1.0,1.25,0.03074515763808025
Weiss Tiger,9-80,Hexa,33.3,1.0,2.0,3,26.0,2.0,1.5,0.0614903152761605
Whale Wave,1-60,Flat,25.0,1.0,3.0,4,27.0,2.0,1.0,0.0455860626446362
Whale Wave,1-60,Free Ball,57.1,4.0,3.0,7,55.0,1.75,2.0,0.2504542304090258
Whale Wave,1-60,Kick,40.0,4.0,6.0,10,50.0,2.0,1.83,0.1681775812035096
Whale Wave,1-60,Level,100.0,1.0,0.0,1,69.0,1.0,0.0,0.2065432914738929
Whale Wave,1-60,Low Flat,45.2,14.0,23.0,37,67.0,2.3,1.685,0.22137859283874384
Whale Wave,1-60,Low Rush,100.0,2.0,0.0,2,110.0,2.5,0.0,0.3423719528896193
Whale Wave,1-60,Rush,41.2,7.0,10.0,17,72.0,2.0,1.3,0.2161078603913138
Whale Wave,1-60,Taper,0.0,0.0,7.0,7,0.0,0.0,2.0,0.0
Whale Wave,1-70,Rush,50.0,3.0,3.0,6,32.0,1.33,2.67,0.1876128068994087
Whale Wave,3-60,Level,50.0,5.0,5.0,10,63.0,1.8,1.6,0.2365895936154873
Whale Wave,3-60,Low Flat,30.0,3.0,7.0,10,46.0,2.0,1.14,0.1077892874862118
Whale Wave,3-60,Taper,40.0,2.0,3.0,5,39.0,2.0,1.67,0.1176182311592532
Whale Wave,5-60,Dot,46.2,6.0,7.0,13,56.0,1.33,1.57,0.2320575430148813
Whale Wave,5-60,Low Flat,11.1,1.0,8.0,9,10.0,1.0,1.63,0.0198903713271305
Whale Wave,5-60,Taper,75.0,3.0,1.0,4,75.0,1.67,1.0,0.3006360524426366
Whale Wave,5-70,Taper,33.3,3.0,6.0,9,46.0,2.0,1.33,0.1205815986827429
Whale Wave,7-60,Quake,16.7,1.0,5.0,6,16.0,1.0,1.0,0.0300525858717302
Whale Wave,7-60,Rush,0.0,0.0,2.0,2,0.0,0.0,2.0,0.0
Whale Wave,9-60,Dot,75.0,15.0,5.0,20,135.0,1.73,1.2,0.5312949900419365
Whale Wave,9-60,Low Flat,71.4,5.0,2.0,7,97.0,2.8,1.5,0.3589290901482126
Whale Wave,9-60,Low Rush,42.9,3.0,4.0,7,45.0,2.0,2.0,0.1582169222626268
Whale Wave,9-60,Rush,40.0,2.0,3.0,5,24.0,1.5,3.0,0.1176182311592532
Whale Wave,9-60,Taper,100.0,1.0,0.0,1,69.0,2.0,0.0,0.2065432914738929
Wizard Arc,9-60,Ball,40.0,2.0,3.0,5,36.0,1.0,1.0,0.1176182311592532
Wizard Arc Bumper,4-55,Under Needle,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0
Wizard Arc Heavy,7-60,Kick,50.0,3.0,3.0,6,53.0,2.0,1.67,0.1876128068994087
Wizard Arc Heavy,9-60,Trans Point,50.0,2.0,2.0,4,34.0,1.5,2.0,0.1500357088201714
Wizard Arc Heavy,9-60,Under Needle,60.0,6.0,4.0,10,78.0,1.5,1.25,0.3126695474501863
Wizard Arc Round,9-60,Low Orb,0.0,0.0,2.0,2,0.0,0.0,1.0,0.0
Wizard Arrow,1-60,Jolt,66.7,2.0,1.0,3,46.0,2.0,2.0,0.2076549551264878
Wizard Arrow,3-60,Free Ball,66.7,2.0,1.0,3,31.0,1.0,2.0,0.2076549551264878
Wizard Arrow,3-80,Gear Needle,0.0,0.0,2.0,2,0.0,0.0,1.0,0.0
Wizard Arrow,4-55,Low Orb,60.0,3.0,2.0,5,61.0,2.0,1.5,0.230719932208837
Wizard Arrow,4-60,Gear Needle,33.3,1.0,2.0,3,18.0,1.0,1.5,0.0614903152761605
Wizard Arrow,4-80,Ball,25.0,1.0,3.0,4,0.0,0.0,0.33,0.0455860626446362
Wizard Arrow,4-80,High Needle,25.0,1.0,3.0,4,27.0,2.0,1.0,0.0455860626446362
Wizard Arrow,4-80,Spike,33.3,1.0,2.0,3,18.0,1.0,1.5,0.0614903152761605
Wizard Arrow,5-60,Ball,75.0,6.0,2.0,8,91.0,1.83,1.5,0.4092698791025891
Wizard Arrow,5-60,Orb,64.2,43.0,24.0,67,113.0,0.74,1.04,0.5221828769475225
Wizard Arrow,5-70,Disc Ball,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0
Wizard Arrow,5-80,Taper,75.0,6.0,2.0,8,91.0,1.83,1.5,0.4092698791025891
Wizard Arrow,7-60,Hexa,50.0,2.0,2.0,4,40.0,1.0,1.0,0.1500357088201714
Wizard Arrow,9-60,Ball,58.3,14.0,10.0,24,73.0,1.14,1.8,0.3883433764938864
Wizard Arrow,9-60,Free Ball,50.0,7.0,7.0,14,73.0,1.86,1.57,0.2679886791947528
Wizard Arrow,9-70,Free Ball,55.6,5.0,4.0,9,62.0,1.4,1.5,0.2666473457440296
Wizard Rod,1-60,Ball,71.4,10.0,4.0,14,79.0,1.9,2.75,0.4535045882751561
Wizard Rod,1-60,Bound Spike,70.0,7.0,3.0,10,72.0,1.0,1.33,0.3967732199795652
Wizard Rod,1-60,Free Ball,75.0,3.0,1.0,4,75.0,1.67,1.0,0.3006360524426366
Wizard Rod,1-60,Hexa,71.3,405.0,163.0,568,191.0,1.24,1.71,0.6744935926741181
Wizard Rod,1-60,High Needle,83.3,5.0,1.0,6,104.0,1.8,1.0,0.4364905634363539
Wizard Rod,1-60,Level,66.7,8.0,4.0,12,85.0,1.5,1.5,0.3906175873976139
Wizard Rod,1-60,Low Rush,50.0,2.0,2.0,4,40.0,1.0,1.0,0.1500357088201714
Wizard Rod,1-60,Under Needle,61.150000000000006,93.0,59.0,152,94.0,1.115,1.76,0.45679758519082625
Wizard Rod,1-70,Hexa,78.6,33.0,9.0,42,126.0,1.24,1.67,0.6405986210195627
Wizard Rod,1-80,Hexa,87.0,20.0,3.0,23,98.0,1.1,2.0,0.678721020269818
Wizard Rod,3-60,Ball,66.2,175.0,97.0,272,116.5,1.155,1.625,0.5197938918026694
Wizard Rod,3-60,Dot,63.6,7.0,4.0,11,62.0,1.29,2.0,0.3537967768916372
Wizard Rod,3-60,Free Ball,71.4,15.0,6.0,21,95.0,1.0,1.33,0.5004322617716241
Wizard Rod,3-60,Hexa,66.7,22.0,11.0,33,102.0,1.18,1.55,0.4960758179994997
Wizard Rod,3-60,High Needle,50.0,1.0,1.0,2,18.0,1.0,2.0,0.0945286548008661
Wizard Rod,3-60,Level,77.8,14.0,4.0,18,122.0,1.71,1.5,0.547849735476945
Wizard Rod,3-60,Orb,50.0,3.0,3.0,6,56.0,1.33,1.0,0.1876128068994087
Wizard Rod,3-60,Point,0.0,0.0,5.0,5,0.0,0.0,1.6,0.0
Wizard Rod,3-60,Taper,33.3,1.0,2.0,3,23.0,1.0,1.0,0.0614903152761605
Wizard Rod,3-80,Free Ball,42.9,3.0,4.0,7,46.0,1.33,1.25,0.1582169222626268
Wizard Rod,3-80,Orb,75.0,6.0,2.0,8,99.0,1.5,1.0,0.4092698791025891
Wizard Rod,4-60,Level,50.0,2.0,2.0,4,40.0,2.0,2.0,0.1500357088201714
Wizard Rod,5-60,Ball,57.9,11.0,8.0,19,70.0,1.27,1.88,0.3627555146516011
Wizard Rod,5-60,High Needle,25.0,1.0,3.0,4,24.0,1.0,0.67,0.0455860626446362
Wizard Rod,5-60,Point,57.1,4.0,3.0,7,71.0,2.0,1.33,0.2504542304090258
Wizard Rod,5-70,Hexa,66.7,16.0,8.0,24,77.0,1.13,2.0,0.4670595949408045
Wizard Rod,6-60,Ball,50.0,5.0,5.0,10,49.0,1.4,2.0,0.2365895936154873
Wizard Rod,7-60,Ball,80.0,4.0,1.0,5,48.0,1.0,2.0,0.3755282641185388
Wizard Rod,7-60,Free Ball,100.0,3.0,0.0,3,139.0,1.33,0.0,0.4384939195509822
Wizard Rod,7-60,Hexa,61.5,8.0,5.0,13,66.0,1.38,2.0,0.3552248097226855
Wizard Rod,7-70,Hexa,60.0,8.0,4.0,12,62.5,1.4300000000000002,1.165,0.24565093739021565
Wizard Rod,9-60,Ball,75.65,397.0,136.0,533,130.0,1.27,2.045,0.6012328582738028
Wizard Rod,9-60,Dot,71.1,27.0,11.0,38,117.0,1.41,1.73,0.5524256173381022
Wizard Rod,9-60,Free Ball,90.9,10.0,1.0,11,68.0,1.3,3.0,0.6226353745137962
Wizard Rod,9-60,Gear Flat,37.5,3.0,5.0,8,29.0,1.33,2.4,0.136841759461521
Wizard Rod,9-60,Gear Needle,83.3,5.0,1.0,6,95.0,1.4,1.0,0.4364905634363539
Wizard Rod,9-60,Hexa,74.2,66.0,23.0,89,132.0,1.27,1.96,0.641968636926015
Wizard Rod,9-60,High Needle,51.7,15.0,14.0,29,78.0,1.2,1.5,0.3443073797056916
Wizard Rod,9-60,Level,62.5,5.0,3.0,8,70.0,1.4,1.33,0.3057378545838018
Wizard Rod,9-60,Low Orb,93.8,15.0,1.0,16,92.0,1.07,2.0,0.7167073163197013
Wizard Rod,9-60,Orb,57.1,8.0,6.0,14,52.0,1.0,2.0,0.3259026690286936
Wizard Rod,9-60,Taper,66.7,4.0,2.0,6,56.0,1.5,2.0,0.2999883213415286
Wizard Rod,9-60,Under Needle,100.0,8.0,0.0,8,220.0,1.0,0.0,0.6755843804891231
Wizard Rod,9-60,Wedge,65.0,13.0,7.0,20,75.0,1.31,2.14,0.4328505102194647
Wizard Rod,9-70,Under Needle,60.0,3.0,2.0,5,36.0,1.0,2.0,0.230719932208837
Wolf Hunt Heavy,5-60,Level,42.9,3.0,4.0,7,56.0,1.67,1.0,0.1582169222626268
Wyvern Gale,3-70,Gear Needle,66.7,2.0,1.0,3,55.0,1.5,1.0,0.2076549551264878
Wyvern Gale,9-60,Dot,50.0,2.0,2.0,4,27.0,1.5,3.0,0.1500357088201714
Wyvern Gale,9-60,Gear Ball,71.4,5.0,2.0,7,87.0,1.4,1.0,0.3589290901482126
Wyvern Gale,9-80,Dot,50.0,4.0,4.0,8,55.0,1.5,1.5,0.2152125268244419
Wyvern Hover,1-60,Hexa,66.7,4.0,2.0,6,58.0,2.0,2.5,0.2999883213415286
